Node Number = 39910
372906.574000 5566902.400000 3.000000
374173.184000 5565787.640000 34.307198
375132.230000 5564579.410000 40.221638
376287.360000 5563332.990000 48.107700
376507.925000 5561415.650000 56.869148
376159.142000 5559582.620000 58.625233
375724.184000 5557678.990000 60.572323
375138.598000 5555649.540000 62.618469
374287.976000 5553470.750000 64.514656
375617.334000 5551346.640000 67.198486
373601.363000 5549191.000000 68.609253
372452.351000 5545850.390000 70.985535
370506.536000 5542930.010000 72.572479
372547.933000 5540217.180000 73.564934
370813.197000 5537252.800000 75.338364
372763.736000 5534410.990000 76.531906
375537.215000 5531463.760000 79.098213
374706.139000 5528062.490000 79.032707
377931.832000 5525071.600000 80.343315
380592.804000 5521262.630000 79.330276
383134.535000 5516999.460000 79.997696
389849.495000 5516601.770000 79.858452
392860.373000 5511104.280000 79.085731
401140.730000 5510005.160000 77.634796
409582.795000 5508384.210000 76.630165
417186.657000 5510210.340000 75.502724
424464.506000 5511302.080000 74.274918
427306.788000 5517108.020000 73.232933
429904.240000 5521786.670000 71.565575
435475.699000 5524060.420000 71.341599
440679.986000 5527245.230000 70.002060
439518.488000 5531833.970000 70.360764
438651.375000 5535990.660000 68.795281
442346.757000 5538609.140000 68.215347
440956.929000 5541802.830000 68.539429
439237.048000 5544644.390000 66.994316
440353.990000 5547000.670000 68.548248
441420.633000 5549410.880000 67.345886
439561.020000 5551141.620000 67.366753
440282.091000 5553188.470000 65.271294
440663.763000 5555098.400000 63.232712
440678.382000 5557021.660000 56.727348
441029.395000 5558840.770000 49.393520
441374.228000 5560494.740000 39.542469
441892.875000 5562151.500000 15.553658
374726.553000 5567255.310000 19.731667
373347.930000 5568300.760000 3.000000
375994.347000 5566241.080000 30.288071
377103.548000 5565121.710000 36.818264
378311.094000 5563990.770000 50.704552
378486.905000 5562353.770000 56.137836
378567.015000 5560382.030000 58.093765
378347.686000 5558340.710000 60.415817
377970.238000 5556167.080000 62.710777
377276.353000 5553802.530000 64.754456
379445.442000 5551862.170000 66.807983
377922.635000 5549263.040000 69.441345
376237.830000 5546610.530000 70.552521
374664.576000 5543295.690000 71.918518
377317.367000 5540540.000000 73.801323
375325.325000 5537321.430000 75.265884
378141.975000 5534141.490000 77.998344
380341.362000 5529700.960000 78.403656
383699.881000 5525748.420000 78.188332
386882.197000 5521443.960000 77.905792
394064.321000 5521557.600000 78.850960
397378.558000 5516129.980000 78.452499
405412.521000 5515774.960000 76.559578
412470.555000 5515899.590000 74.907509
419966.238000 5517099.460000 74.196350
423015.114000 5523182.630000 72.560104
429172.733000 5526678.530000 70.791969
434763.763000 5529084.430000 72.621483
434391.549000 5533602.030000 71.156158
434030.573000 5537585.260000 69.726601
437779.950000 5539578.140000 68.088997
436997.204000 5542775.800000 68.072082
436809.972000 5546448.920000 68.579071
